Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
TSRI,"TSR, Inc.",4.76,9339415.12,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tsri
TNXP,Tonix Pharmaceuticals Holding Corp.,1.53,9317283.84,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tnxp
PHIO,Phio Pharmaceuticals Corp.,0.3899,9314372.5668,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/phio
CPAH,CounterPath Corporation,1.56,9282383.76,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah
ISEM,Invesco RAFI Strategic Emerging Markets ETF,26.28,9198026.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/isem
CLWT,Euro Tech Holdings Company Limited,4.41,9093018.69,n/a,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt
TRNX,"Taronis Technologies, Inc.",0.2974,9049098.9458,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trnx
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,36.1407,9035247.2814,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdts
ATHE,Alterity Therapeutics Limited,1.32,9032981.76,6843168,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athe
FKU,First Trust United Kingdom AlphaDEX Fund,36.0163,9004147.0326,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fku
FTLB,First Trust Hedged BuyWrite Income ETF,22.19,8876044.38,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftlb
SMIT,"Schmitt Industries, Inc.",2.2,8872331.6,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/smit
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.0541,8795500.0884,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
FLKS,"Flex Pharma, Inc.",0.485,8763695.86,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/flks
RTTR,"Ritter Pharmaceuticals, Inc.",0.9595,8676115.635,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rttr
GMHIW,"Gores Metropoulos, Inc.",1.3,8666665.8,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/gmhiw
PRTO,"Proteon Therapeutics, Inc.",0.44,8617573.36,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/prto
TRPX,Therapix Biosciences Ltd.,2.49,8602175.61,3454689,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trpx
DLBS,Barclays PLC,11.9589,8565693.6729,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlbs
FTRI,First Trust Indxx Global Natural Resources Income ETF,12.171,8519724.342,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftri
RELV,"Reliv&#39; International, Inc.",4.8625,8492108.2625,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/relv
ICON,"Iconix Brand Group, Inc.",0.7821,8432690.5773,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/icon
SKYS,"Sky Solar Holdings, Ltd.",0.5701,8417112.0373,14764273,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/skys
TTTN,UP Fintech China-U.S. Internet Titans ETF,27.5052,8361580.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tttn
IDSA,"Industrial Services of America, Inc.",1.02,8270022.3,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/idsa
IGLD,Internet Gold Golden Lines Ltd.,0.29,8120923.94,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/igld
MOSY,"MoSys, Inc.",0.1878,8101531.6188,n/a,2001,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy
TC,TuanChe Limited,3.03,7878000,2600000,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tc
FTXD,First Trust Nasdaq Retail ETF,22.48,7868044.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxd
TENX,"Tenax Therapeutics, Inc.",1.27,7865400.83,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/tenx
ABIL,Ability Inc.,0.9747,7835672.7567,n/a,2014,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/abil
ARCI,"Appliance Recycling Centers of America, Inc.",4.6,7794999,n/a,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci
YVR,Liquid Media Group Ltd.,1.89,7793312.94,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/yvr
OPGN,"OpGen, Inc.",0.4383,7734119.076,n/a,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgn
USOI,Credit Suisse AG,20.99,7718023,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi
CHFS,"CHF Solutions, Inc.",3.29,7462772.8,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/chfs
AKER,Akers Biosciences Inc.,0.59,7373647.72,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker
AHPI,"Allied Healthcare Products, Inc.",1.8244,7322296.9028,n/a,1992,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi
BVSN,"BroadVision, Inc.",1.44,7284385.44,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bvsn
SLS,"SELLAS Life Sciences Group, Inc. ",0.1413,7283121.2775,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls
CUR,"Neuralstem, Inc.",0.3637,7278887.0369,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cur
ESEA,Euroseas Ltd.,0.58,7259074.1,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea
EWJV,iShares MSCI Japan Value ETF,24.04,7212000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ewjv
OPHC,"OptimumBank Holdings, Inc.",3.88,7209117.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ophc
INSUW,Insurance Acquisition Corp.,0.93,7202850,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/insuw
FORTY,Formula Systems (1985) Ltd.,49.5,7160967,144666,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/forty
JAGX,"Jaguar Health, Inc.",4.68,7153370.64,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx
EFAS,Global X MSCI SuperDividend EAFE ETF,15.879,7145804.064,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/efas
CETX,Cemtrex Inc.,3.39,7092307.14,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetx
FTXR,First Trust Nasdaq Transportation ETF,23.57,7071047.14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxr
TBLT,"ToughBuilt Industries, Inc.",0.39,7035660.84,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tblt
FRSX,Foresight Autonomous Holdings Ltd.,1.35,7004338.65,5188399,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/frsx
NVIV,InVivo Therapeutics Holdings Corp.,0.7518,7000250.376,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nviv
KOOL,Cesca Therapeutics Inc.,2.92,6905548.88,n/a,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kool
CREG,China Recycling Energy Corporation,0.4222,6800163.4556,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/creg
AEMD,"Aethlon Medical, Inc.",0.3585,6797341.0425,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd
TCCO,Technical Communications Corporation,3.6281,6708447.6025,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco
APOP,Cellect Biotechnology Ltd.,0.5975,6663703.595,11152642,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apop
EWJE,iShares MSCI Japan Equal Weighted ETF,33.19,6638000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ewje
INPX,Inpixon ,0.6257,6602838.1554,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/inpx
BIQI,BIQI International Holdings Corporation,0.81,6507333.45,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/biqi
GENE,Genetic Technologies Ltd,0.6356,6354589.6036,9997781,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gene
RVLT,"Revolution Lighting Technologies, Inc.",0.27,6349860,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/rvlt
FTXH,First Trust Nasdaq Pharmaceuticals ETF,21.09,6327042.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxh
FFHL,"Fuwei Films (Holdings) Co., Ltd.",1.92,6270407.04,n/a,2006,Capital Goods,Specialty Chemicals,https://www.nasdaq.com/symbol/ffhl
RNSC,First Trust Small Cap US Equity Select ETF,20.7427,6222851.4854,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnsc
AETI,"American Electric Technologies, Inc.",0.6605,6202962.897,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti
KBSF,KBS Fashion Group Limited,2.37,6141378.63,n/a,2013,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kbsf
DMPI,"DelMar Pharmaceuticals, Inc.",1.6,6120363.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi
LGCY,Legacy Reserves Inc.,0.0532,6108041.5984,n/a,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy
ATIS,Attis Industries Inc.,1.75,6026125,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/atis
OXBR,Oxbridge Re Holdings Limited,1.05,6020266.35,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/oxbr
XBIO,"Xenetic Biosciences, Inc.",0.57,5953016.73,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbio
FCAN,First Trust Canada AlphaDEX Fund,23.8,5950047.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcan
FCEL,"FuelCell Energy, Inc.",0.2157,5915408.3523,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/fcel
OPTT,"Ocean Power Technologies, Inc.",2.06,5748351.72,n/a,2007,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/optt
PMOM,Principal Sustainable Momentum Index ETF,28.3901,5678048.3901,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pmom
DWAT,Arrow DWA Tactical ETF,11.24,5620000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat
SHIP,Seanergy Maritime Holdings Corp,0.63,5564633.76,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship
EFOI,"Energy Focus, Inc.",0.45,5548737.6,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi
FDNI,First Trust Dow Jones International Internet ETF,21.99,5497543.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdni
EARS,Auris Medical Holding Ltd.,2.88,5485800.96,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
RNDV,First Trust US Equity Dividend Select ETF,21.75,5437543.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rndv
DTUL,Barclays PLC,65.0079,5391300.1707,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dtul
XTLB,XTL Biopharmaceuticals Ltd.,1.9903,5377691.085,2701950,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xtlb
DTYL,Barclays PLC,84.2807,5376518.6951,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dtyl
CCCL,"China Ceramics Co., Ltd.",0.8849,5319917.0365,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cccl
CYTX,Cytori Therapeutics Inc.,0.24,5317390.8,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,21.05,5262542.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sdvy
PVAL,Principal Contrarian Value Index ETF,26.1001,5220046.1001,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pval
DFVL,Barclays PLC,71.9787,5124883.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfvl
SPEX,Spherix Incorporated,2.27,5064537.98,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/spex
GIGE,SoFi Gig Economy ETF,20.0004,5000100,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gige
NGHCN,National General Holdings Corp,24.5556,4911120,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcn
NURO,"NeuroMetrix, Inc.",0.55,4851150.15,n/a,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuro
OSN,"Ossen Innovation Co., Ltd.",2.09,4696305.24,2247036,2010,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/osn
YLDE,ClearBridge Dividend Strategy ESG ETF,31.06,4659683.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ylde
FLAT,Barclays PLC,66.964,4583150.088,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flat
GNOM,Global X Genomics & Biotechnology ETF,14.9744,4492739.2832,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gnom
MARPS,Marine Petroleum Trust,2.22,4440000,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps
USEG,U.S. Energy Corp.,0.3284,4419101.1356,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/useg
DCAR,"DropCar, Inc.",1.12,4388974.24,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/dcar
IPWR,Ideal Power Inc.,0.296,4357960.64,n/a,2013,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ipwr
STPP,Barclays PLC,28.6617,4213269.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stpp
CNTF,China TechFaith Wireless Communication Technology Limited,0.569,4130363.603,7258987,2005,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cntf
SCON,Superconductor Technologies Inc.,0.7483,4117602.3147,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/scon
BURG,"Chanticleer Holdings, Inc.",1.044,4112340.012,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/burg
BFRA,Biofrontera AG,16.43,4107154.97,249979,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bfra
SGBX,"SG Blocks, Inc.",0.8,4086232.8,n/a,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx
NGHCO,National General Holdings Corp,24.58,4055700,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghco
EQRR,ProShares Equities for Rising Rates ETF,40.53,4053040.53,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqrr
KZIA,Kazia Therapeutics Limited,2.4085,4047597.4495,1680547,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzia
DTUS,Barclays PLC,31.41,4036185,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dtus
SNDE,Sundance Energy Australia Limited,1.85,3974682.45,2148477,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde
LMFA,"LM Funding America, Inc.",1.26,3906000,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa
PLL,Piedmont Lithium Limited,11.55,3872795.85,335307,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pll
SQLV,Legg Mason Small-Cap Quality Value ETF,25.56,3833974.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqlv
XSPA,"XpresSpa Group, Inc. ",1.9499,3815392.7288,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/xspa
IUS,Invesco RAFI Strategic US ETF,25.14,3771000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ius
SES,"Synthesis Energy Systems, Inc.",0.34,3750920.8,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ses
NFTY,First Trust India Nifty 50 Equal Weight ETF,37.2075,3720824.415,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nfty
MTSL,MER Telemanagement Solutions Ltd.,1.1287,3718302.3701,n/a,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl
MDGS,Medigus Ltd.,2.5,3715482.5,1486193,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs
ANY,Sphere 3D Corp.,1.57,3611111.47,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/any
DFVS,Barclays PLC,26.3128,3586434.64,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfvs
FHK,First Trust Hong Kong AlphaDEX Fund,35.7761,3577681.5522,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhk
GLG,"Bat Group, Inc.",0.4841,3488904.8272,n/a,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/glg
JMU,JMU Limited,1.34,3451207.52,2575528,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu
CHNA,Loncar China BioPharma ETF,22.6099,3391485,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chna
FTAG,First Trust Indxx Global Agriculture ETF,23.31,3261721.68,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftag
VISL,"Vislink Technologies, Inc.",1.63,3145145.31,n/a,2013,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/visl
MTFB,Motif Bio plc,0.78,3143197.2,4029740,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfb
CETXP,Cemtrex Inc.,1.3928,2939425.0104,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxp
VETS,Pacer Military Times Best Employers ETF,29.12,2911970.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vets
EBIZ,Global X E-commerce ETF,18.5122,2777440.9026,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ebiz
BKCH,AdvisorShares Sabretooth ETF,27.7486,2774860,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bkch
HBANN,Huntington Bancshares Incorporated,26.3,2630000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbann
CTRV,ContraVir Pharmaceuticals Inc.,4.29,2533223.55,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,24.35,2435000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ecow
BLIN          ,"Bridgeline Digital, Inc.",2.55,2424137.1,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blin
HERD,Pacer Cash Cows Fund of Funds ETF,24.24,2424000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/herd
IUSS,Invesco RAFI Strategic US Small Company ETF,23.2,2320023.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iuss
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,22.92,2292000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwmc
FKO,First Trust South Korea AlphaDEX Fund,22.2427,2224314.4854,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fko
BCNA,Reality Shares Nasdaq NexGen Economy China ETF,21.88,2188021.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcna
FTXG,First Trust Nasdaq Food & Beverage ETF,20.5799,2058031.1598,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxg
FPXE,First Trust IPOX Europe Equity Opportunities ETF,20.27,2027040.54,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpxe
SINT,"SiNtx Technologies, Inc.",0.0929,2024629.2489,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sint
SFET,Safe-T Group Ltd.,1.6871,1678905.7553,995143,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sfet
BNTC,Benitec Biopharma Limited,0.8599,1672220.8731,1944669,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",4.9,1642837.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp
SEED,Origin Agritech Limited,5.59,1304879.29,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/seed
SHIPZ,Seanergy Maritime Holdings Corp,0.2,1204705.8,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/shipz
JFKKW,8i Enterprises Acquisition Corp,0.195,1121250,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfkkw
IMRN,Immuron Limited,2.95,978869,331820,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imrn
CIVBP,"Civista Bancshares, Inc. ",72.5,733700,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civbp
MTP,Midatech Pharma PLC,1.39,700149.95,503705,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp
OASM,Oasmia Pharmaceutical AB,1.28,698228.48,545491,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oasm
ASRVP,AmeriServ Financial Inc.,28.8081,604970.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp
ESGRP,Enstar Group Limited,25.98,415680,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp
FTEO,"FRONTEO, Inc.",6.88,393976.32,57264,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/fteo
AGNCN,AGNC Investment Corp.,26.46,343980,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn
SBFGP,"SB Financial Group, Inc.",16.4,245918,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfgp
ESGRO,Enstar Group Limited,25.826,113634.4,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgro
KPFS,"Pepper Food Service Co., Ltd.",3.3367,85085.85,25500,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/kpfs
JFKKR,8i Enterprises Acquisition Corp,0.28,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfkkr
ABEOW,Abeona Therapeutics Inc.,1.16,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeow
ACAMU,Acamar Partners Acquisition Corp.,10.01,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/acamu
ACAMW,Acamar Partners Acquisition Corp.,0.75,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/acamw
ACTTU,Act II Global Acquisition Corp.,10.11,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/acttu
ADILW,"Adial Pharmaceuticals, Inc",0.25,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adilw
AGNCM,AGNC Investment Corp.,25.47,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncm
AGFSW,"AgroFresh Solutions, Inc.",0.0141,0,n/a,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw
AIRTP,"Air T, Inc.",2.41,0,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airtp
AIRTW,"Air T, Inc.",0.0801,0,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airtw
KERNW,Akerna Corp.,2.8602,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/kernw
ALACR,Alberton Acquisition Corporation,0.19,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacr
ALACU,Alberton Acquisition Corporation,10.3,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacu
ALACW,Alberton Acquisition Corporation,0.099,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacw
ALGRR,Allegro Merger Corp.,0.24,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrr
ALGRU,Allegro Merger Corp.,10.51,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algru
ALGRW,Allegro Merger Corp.,0.25,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrw
AMRWW,"Alta Mesa Resources, Inc.",0.01,0,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww
AMBCW,"Ambac Financial Group, Inc.",7.65,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw
AMCIU,AMCI Acquisition Corp.,10.17,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amciu
AMCIW,AMCI Acquisition Corp.,0.32,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amciw
AMRHW,"Ameri Holdings, Inc.",0.0857,0,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw
ANDAR,Andina Acquisition Corp. III,0.27,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. III,10.28,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. III,0.23,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andaw
APDNW,Applied DNA Sciences Inc,0.01,0,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw
ACGLO,Arch Capital Group Ltd.,25.095,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,24.09,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp
ARTL,"Artelo Biosciences, Inc.",1.21,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/artl
ARTLW,"Artelo Biosciences, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/artlw
ARYAU,ARYA Sciences Acquisition Corp.,10.67,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau
